DateTime;Parking Quatre Camins plazas totales
13/01/2020 7:30;88,16771778
13/01/2020 8:00;57,08487389
13/01/2020 8:30;27,84040611
13/01/2020 9:00;0,768692778
13/01/2020 9:30;0
13/01/2020 10:00;0
13/01/2020 10:30;0
13/01/2020 11:00;0
13/01/2020 11:30;0
13/01/2020 12:00;0
13/01/2020 12:30;0
13/01/2020 13:00;0
13/01/2020 13:30;0
13/01/2020 14:00;0
13/01/2020 14:30;0
13/01/2020 15:00;0
13/01/2020 15:30;0
13/01/2020 16:00;7,652706111
13/01/2020 16:30;14,69968056
13/01/2020 17:00;15,09089056
13/01/2020 17:30;18,67517722
13/01/2020 18:00;34,18265556
13/01/2020 18:30;48,17753556
13/01/2020 19:00;68,15270278
13/01/2020 19:30;86,86273167
13/01/2020 20:00;101,2534833
13/01/2020 20:30;114,9472011
13/01/2020 21:00;120,7828789
13/01/2020 21:30;125,0929622
13/01/2020 22:00;134,0564133
13/01/2020 22:30;138,60894
13/01/2020 23:00;140,8958489
13/01/2020 23:30;141,3090717
14/01/2020 0:00;142,8971906
14/01/2020 0:30;143,7717139
14/01/2020 1:00;144
14/01/2020 1:30;144
14/01/2020 2:00;144
14/01/2020 2:30;144
14/01/2020 3:00;144
14/01/2020 3:30;144
14/01/2020 4:00;144
14/01/2020 4:30;144
14/01/2020 5:00;143,4034972
14/01/2020 5:30;140,6144867
14/01/2020 6:00;134,5901817
14/01/2020 6:30;124,2356744
14/01/2020 7:00;96,98545889
14/01/2020 7:30;54,54697778
14/01/2020 8:00;8,545289444
14/01/2020 8:30;0
14/01/2020 9:00;0
14/01/2020 9:30;0
14/01/2020 10:00;0
14/01/2020 10:30;0
14/01/2020 11:00;0
14/01/2020 11:30;0
14/01/2020 12:00;0
14/01/2020 12:30;0
14/01/2020 13:00;0
14/01/2020 13:30;0
14/01/2020 14:00;3,584549444
14/01/2020 14:30;10,88627278
14/01/2020 15:00;18,41464389
14/01/2020 15:30;22,70215611
14/01/2020 16:00;29,96083556
14/01/2020 16:30;39,43376389
14/01/2020 17:00;40,57280611
14/01/2020 17:30;47,35677611
14/01/2020 18:00;59,84560167
14/01/2020 18:30;72,61457111
14/01/2020 19:00;100,6192078
14/01/2020 19:30;115,0611033
14/01/2020 20:00;126,3986578
14/01/2020 20:30;140,0561511
14/01/2020 21:00;151,7793178
14/01/2020 21:30;157,24817
14/01/2020 22:00;158
14/01/2020 22:30;158
14/01/2020 23:00;158
14/01/2020 23:30;158
15/01/2020 0:00;158
15/01/2020 0:30;158
15/01/2020 1:00;158
15/01/2020 1:30;158
15/01/2020 2:00;158
15/01/2020 2:30;158
15/01/2020 3:00;158
15/01/2020 3:30;158
15/01/2020 4:00;158
15/01/2020 4:30;158
15/01/2020 5:00;158
15/01/2020 5:30;158
15/01/2020 6:00;158
15/01/2020 6:30;157,3015011
15/01/2020 7:00;128,3891633
15/01/2020 7:30;93,27704333
15/01/2020 8:00;53,24809889
15/01/2020 8:30;23,92407222
15/01/2020 9:00;11,70188556
15/01/2020 9:30;8,999858333
15/01/2020 10:00;4,238408333
15/01/2020 10:30;2,440992222
15/01/2020 11:00;0,973308889
15/01/2020 11:30;0,731709444
15/01/2020 12:00;8,169573333
15/01/2020 12:30;11,95005111
15/01/2020 13:00;12,04641889
15/01/2020 13:30;10,92124611
15/01/2020 14:00;9,719942222
15/01/2020 14:30;10,245455
15/01/2020 15:00;15,17163222
15/01/2020 15:30;22,10179111
15/01/2020 16:00;36,01930778
15/01/2020 16:30;46,61574611
15/01/2020 17:00;46,52715611
15/01/2020 17:30;43,91115167
15/01/2020 18:00;63,49421611
15/01/2020 18:30;83,08521056
15/01/2020 19:00;101,9061806
15/01/2020 19:30;112,8463744
15/01/2020 20:00;129,7188528
15/01/2020 20:30;142,8532133
15/01/2020 21:00;151,5622067
15/01/2020 21:30;158
15/01/2020 22:00;158
15/01/2020 22:30;158
15/01/2020 23:00;158
15/01/2020 23:30;158
16/01/2020 0:00;158
16/01/2020 0:30;158
16/01/2020 1:00;158
16/01/2020 1:30;158
16/01/2020 2:00;158
16/01/2020 2:30;158
16/01/2020 3:00;158
16/01/2020 3:30;158
16/01/2020 4:00;158
16/01/2020 4:30;158
16/01/2020 5:00;158
16/01/2020 5:30;158
16/01/2020 6:00;158
16/01/2020 6:30;157,2976617
16/01/2020 7:00;129,9903156
16/01/2020 7:30;86,89613722
16/01/2020 8:00;44,53589556
16/01/2020 8:30;13,95344389
16/01/2020 9:00;1,692392222
16/01/2020 9:30;0,40675
16/01/2020 10:00;0
16/01/2020 10:30;0
16/01/2020 11:00;0
16/01/2020 11:30;0
16/01/2020 12:00;0
16/01/2020 12:30;0
16/01/2020 13:00;0
16/01/2020 13:30;0
16/01/2020 14:00;0
16/01/2020 14:30;0,231318333
16/01/2020 15:00;6,134672778
16/01/2020 15:30;16,38117667
16/01/2020 16:00;20,96610889
16/01/2020 16:30;25,806585
16/01/2020 17:00;25,09654222
16/01/2020 17:30;33,12180222
16/01/2020 18:00;46,20749944
16/01/2020 18:30;63,62778222
16/01/2020 19:00;83,85169556
16/01/2020 19:30;101,4251778
16/01/2020 20:00;116,6649478
16/01/2020 20:30;130,0458878
16/01/2020 21:00;142,9817839
16/01/2020 21:30;155,1040961
16/01/2020 22:00;157,8647033
16/01/2020 22:30;158
16/01/2020 23:00;158
16/01/2020 23:30;158
17/01/2020 0:00;158
17/01/2020 0:30;158
17/01/2020 1:00;158
17/01/2020 1:30;158
17/01/2020 2:00;158
17/01/2020 2:30;158
17/01/2020 3:00;158
17/01/2020 3:30;158
17/01/2020 4:00;158
17/01/2020 4:30;158
17/01/2020 5:00;158
17/01/2020 5:30;158
17/01/2020 6:00;158
17/01/2020 6:30;154,6943511
17/01/2020 7:00;116,67888
17/01/2020 7:30;76,97942167
17/01/2020 8:00;36,37696111
17/01/2020 8:30;15,57457333
17/01/2020 9:00;5,916801111
17/01/2020 9:30;0,594266667
17/01/2020 10:00;0
17/01/2020 10:30;0
17/01/2020 11:00;0
17/01/2020 11:30;0
17/01/2020 12:00;0
17/01/2020 12:30;0
17/01/2020 13:00;0
17/01/2020 13:30;0
17/01/2020 14:00;0
17/01/2020 14:30;4,423487778
17/01/2020 15:00;15,81759667
17/01/2020 15:30;37,09547889
17/01/2020 16:00;62,63180722
17/01/2020 16:30;75,96812444
17/01/2020 17:00;83,66441389
17/01/2020 17:30;85,25287722
17/01/2020 18:00;91,112945
17/01/2020 18:30;99,60441056
17/01/2020 19:00;110,3014817
17/01/2020 19:30;125,876425
17/01/2020 20:00;134,7768256
17/01/2020 20:30;139,2907233
17/01/2020 21:00;147,1754489
17/01/2020 21:30;155,6618167
17/01/2020 22:00;158
17/01/2020 22:30;158
17/01/2020 23:00;158
17/01/2020 23:30;158
18/01/2020 0:00;158
18/01/2020 0:30;158
18/01/2020 1:00;158
18/01/2020 1:30;158
18/01/2020 2:00;158
18/01/2020 2:30;158
18/01/2020 3:00;158
18/01/2020 3:30;158
18/01/2020 4:00;158
18/01/2020 4:30;158
18/01/2020 5:00;158
18/01/2020 5:30;158
18/01/2020 6:00;158
18/01/2020 6:30;158
18/01/2020 7:00;158
18/01/2020 7:30;158
18/01/2020 8:00;158
18/01/2020 8:30;158
18/01/2020 9:00;158
18/01/2020 9:30;158
18/01/2020 10:00;158
18/01/2020 10:30;158
18/01/2020 11:00;158
