DateTime	Parking Sant Boi de Llobregat plazas totales	Parking Quatre Camins plazas totales	Parking Prat del Ll. plazas totales	Parking Martorell FGC plazas totales	Parking Sant Quirze FGC plazas totales	Parking Vilanova Renfe plazas totales	Parking Granollers Renfe plazas totales	Parking Mollet Renfe plazas totales	Parking Sant Sadurní Renfe plazas totales	Cerdanyola Universitat Renfe plazas totales
01/01/2020 0:00		107,7378322	462			425,5705639		244	221,0132	68,40574036
01/01/2020 0:30		106,9062389	462			425,0122716		244	221,0132	67,26972245
01/01/2020 1:00		106,5981128	462			425,566		244	220,1313676	66,7614765
01/01/2020 1:30		107	462			424,6528307		244	220,0266	66,405
01/01/2020 2:00		107	462			423,9715068		244	220,0266	66,405
01/01/2020 2:30		107	462			424,3880687		244	220,0266	66,405
01/01/2020 3:00		106,9849961	462			423,9601091		244	220,0266	65,9684104
01/01/2020 3:30		107	462			423,135903		244	220,0266	65,17981194
01/01/2020 4:00		107	462			422,48		244	220,0266	64,3894
01/01/2020 4:30		107	462			423,4245292		244	220,0266	64,00415437
01/01/2020 5:00		106,2341422	462			424,4671978		244	220,0266	64,3738
01/01/2020 5:30		106	462			423,3727818		244	220,0266	64,3738
01/01/2020 6:00		106,5582633	462			422,1470582		244	220,0266	64,3738
01/01/2020 6:30		107,52517	462			421,8206546		244	220,0266	64,3738
01/01/2020 7:00		107,9434006	462			421,3651376		244	220,0266	64,32363261
01/01/2020 7:30		108,471505	462			420,7951829		244	220,4967515	64,2412936
01/01/2020 8:00		108,6203778	462			420,2518664		244	221,0668	64,3426
01/01/2020 8:30		110,3804744	462			420,1704		244	220,9747864	64,3426
01/01/2020 9:00		112	462			420,1704		244	220,1107474	64,3426
01/01/2020 9:30		112	462			420,0187287		244	220,0787737	64,3426
01/01/2020 10:00		112	462			418,9286797		244	219,6333857	64,3426
01/01/2020 10:30		111,8113122	462			417,4460344		244	217,8550195	63,03716473
01/01/2020 11:00		112	462			417,1188		244	218,1107841	64,17664436
01/01/2020 11:30		111,732515	462			415,9713268		244	220,9495576	63,97460686
01/01/2020 12:00		111,2190933	462			414,2811329		244	219,938407	64,2958
01/01/2020 12:30		112,23091	462			411,9385271		244	220,0392083	63,91200065
01/01/2020 13:00		111,2384661	462			408,8220509		244	216,5301302	63,6325697
01/01/2020 13:30		110,3957483	462			410,4633546		244	216,2274223	63,38437107
01/01/2020 14:00		109,3029917	462			412,4823007		244	217,4474722	63,05101631
01/01/2020 14:30		109,7516578	462			413,0674796		244	218,5894	63,46887641
01/01/2020 15:00		109,8412344	462			410,7487993		244	219,6326759	64,08771804
01/01/2020 15:30		110,1529083	462			409,4824		244	220,643	64,171
01/01/2020 16:00		110,3139789	462			408,9541425		244	219,766915	62,1262282
01/01/2020 16:30		110,6180556	462			408,6632004		244	219,357371	60,93242135
01/01/2020 17:00		110,5655772	462			408,7254508		244	218,9271626	59,7938084
01/01/2020 17:30		111,0216828	462			408,4174896		244	219,7238107	59,48690104
01/01/2020 18:00		110,8021544	462			410,997685		244	219,4871919	60,015
01/01/2020 18:30		113,6681761	462			410,988822		244	219,8172	59,56945963
01/01/2020 19:00		112,6371506	462			411,4936284		244	221,2665112	59,87827926
01/01/2020 19:30		112,3480417	462			410,8979446		244	222,5806396	59,46426727
01/01/2020 20:00		114,282915	462			411,3167698		244	224,5060905	58,9136
01/01/2020 20:30		115,0471467	462			411,5774952		244	230,2380606	58,9136
01/01/2020 21:00		114,19136	462			412,5957855		244	231,5148015	58,89935095
01/01/2020 21:30		114,3501322	462			413,7688654		244	232,112	58,67334969
01/01/2020 22:00		113,3116172	462			412,9258666		244	236,5635062	60,82
01/01/2020 22:30		113,8124717	462			414,768781		244	237	60,21098103
01/01/2020 23:00		113,9563461	462			414,9131163		244	237	60,8044
01/01/2020 23:30		114,7760983	462			418,3922197		244	237	61,22563796
02/01/2020 0:00		114,6514806	462			420,2402195		244	237	61,7966
02/01/2020 0:30		114,7982283	462			421,5364		244	237	61,7966
02/01/2020 1:00		114,6526278	462			422,8378789		244	237	61,7966
02/01/2020 1:30		115	462			424,4848		244	237	61,7966
02/01/2020 2:00		115	462			424,420425		244	237	61,7966
02/01/2020 2:30		115	462			424,4504		244	237	61,7966
02/01/2020 3:00		115	462			424,4504		244	237	61,7966
02/01/2020 3:30		115	462			424,4504		244	237	61,7966
02/01/2020 4:00		115	462			423,9670678		244	237	61,7966
02/01/2020 4:30		114,9501878	462			416,8592189		244	237	61,7966
02/01/2020 5:00		114,3321983	462			413,7512033		244	237	61,7966
02/01/2020 5:30		113,9292111	462			410,0869454		244	233,2460603	62,28258368
02/01/2020 6:00		111,2036111	462			403,5049124		244	224,3508797	61,54989489
02/01/2020 6:30		104,0803217	462			388,9695708		244	212,0515359	58,39694799
02/01/2020 7:00		83,99174056	462			368,8556305		243,9770048	199,8738064	57,21705458
02/01/2020 7:30		65,644235	462			355,3779998		220,5488464	183,0300275	55,97229279
02/01/2020 8:00		49,03254167	462			341,9943955		191,8448896	169,5477908	55,97381879
02/01/2020 8:30		35,72337556	461,6202728			334,4040924		171,0460369	162,4407182	54,46804091
02/01/2020 9:00		29,83453	452,6399256			334,8073576		159,5158412	154,8291173	52,98863614
02/01/2020 9:30		28,00306667	449,8097839			331,6546885		154,6293987	151,2465474	53,05886349
02/01/2020 10:00		24,64352111	446,2602906			326,6808123		149,7287022	146,7575949	52,72267516
02/01/2020 10:30		20,54101778	444,4021278			322,4895772		147,7924011	143,0346457	51,08272923
02/01/2020 11:00		15,85068611	439,4313133			321,3320267		144,6447585	138,4450919	51,5859297
02/01/2020 11:30		10,29237778	439,6295494			322,2872068		141,1593319	137,7487472	48,523135
02/01/2020 12:00		8,659035556	438,8074772			321,0243323		141,806747	135,0356683	48,14860142
02/01/2020 12:30		7,258145	441,4494917			315,5171169		144,8980497	133,0731416	47,56057071
02/01/2020 13:00		7,699846667	447,0720972			312,0077832		145,0521998	129,915073	49,25306118
02/01/2020 13:30		12,26931111	445,7936761			315,0209275		142,4607292	130,8561907	49,46130309
02/01/2020 14:00		15,87368167	447,0919928			318,5990838		139,3317663	127,5319367	49,75614364
02/01/2020 14:30		13,22183333	454,9501494			323,2772314		140,7738822	131,5125922	50,79577661
02/01/2020 15:00		21,00628278	457,2138567			327,0166992		148,3566801	132,2924224	50,50765828
02/01/2020 15:30		28,68758944	460,7744878			331,2687459		154,6624716	135,030985	52,59657067
02/01/2020 16:00		35,36881778	459,99612			332,9585395		173,3758655	140,9364904	53,59122098
02/01/2020 16:30		38,30350611	457,6090639			334,0035377		180,7240941	144,4536954	52,21960196
02/01/2020 17:00		38,68797278	459,2583572			342,7902223		183,8134813	146,6255726	54,11668526
02/01/2020 17:30		39,48790778	462			340,6385161		185,1690541	150,3996509	54,86083685
02/01/2020 18:00		44,82474889	462			340,9291668		194,9564057	159,319201	55,18711609
02/01/2020 18:30		52,81540667	462			345,0211184		211,4308706	166,4897682	56,32963878
02/01/2020 19:00		64,26161833	462			359,9670218		234,1955655	175,6765569	57,50377981
02/01/2020 19:30		74,63493667	462			370,7762455		244	192,6799963	57,77362799
02/01/2020 20:00		84,47932833	462			370,97191		244	203,7458388	58,59112838
02/01/2020 20:30		92,65910889	462			386,4621651		244	211,0279642	59,10774293
02/01/2020 21:00		95,01054167	462			392,7663915		244	217,3185286	59,51968958
02/01/2020 21:30		98,286615	462			394,3680537		244	223,6047736	58,03815921
02/01/2020 22:00		102,6728589	462			397,6626538		244	233,938253	59,12720163
02/01/2020 22:30		104,289355	462			403,8402801		244	236,5983981	59,1508
02/01/2020 23:00		105,3842511	462			404,1476228		244	237	59,1508
02/01/2020 23:30		106,1269156	462			407,0495049		244	237	58,27979653
03/01/2020 0:00		108,3399011	462			407,8503369		244	237	58,143
03/01/2020 0:30		109	462			410,22339		244	237	58,143
03/01/2020 1:00		109,6922739	462			411,7936019		244	237	58,12442894
03/01/2020 1:30		110	462			412,0716		244	237	58,1274
03/01/2020 2:00		110	462			412,0716		244	237	58,1274
03/01/2020 2:30		110	462			411,4026142		244	237	58,1274
03/01/2020 3:00		110	462			411,02		244	237	58,1274
03/01/2020 3:30		110	462			411,02		244	237	58,1274
03/01/2020 4:00		110	462			410,1122925		244	237	58,1274
03/01/2020 4:30		109,9633761	462			403,2112509		244	237	58,1274
03/01/2020 5:00		109,4040333	462			399,5442339		244	237	58,1274
03/01/2020 5:30		109	462			393,7181668		244	235,7693318	58,32591122
03/01/2020 6:00		105,8920867	462			383,0838106		244	228,6197298	57,84689467
03/01/2020 6:30		96,60732278	462			367,1874992		244	211,1775734	54,49267449
03/01/2020 7:00		77,21158444	462			352,5570733		244	203,5306	52,3154433
03/01/2020 7:30		60,38698111	462			342,2635331		244	190,5004487	52,09613339
03/01/2020 8:00		44,83520333	462			333,9991175		237,5031762	178,6046763	52,07126142
03/01/2020 8:30		35,04546722	462			326,0501327		219,4065068	174,1006561	51,0447541
03/01/2020 9:00		29,07351722	462			326,7213834		212,6655926	167,8536848	50,73581193
03/01/2020 9:30		29,57931944	462			320,1505082		208,8972994	158,6917322	48,44120736
03/01/2020 10:00		27,57680167	462			318,5512358		203,7418143	153,9070115	50,74862799
03/01/2020 10:30		24,15009111	462			317,4920665		198,8481596	149,2072021	52,45324026
03/01/2020 11:00		20,14315278	462			311,5082516		194,4047164	144,1241345	53,69176669
03/01/2020 11:30		18,29970222	462			308,8143214		188,2600126	141,8195539	55,20160287
03/01/2020 12:00		13,71748667	462			307,0240882		181,0329146	137,2062975	52,21104983
03/01/2020 12:30		12,54556722	462			307,330713		175,2037807	135,1862747	52,87878424
03/01/2020 13:00		10,99444333	462			307,7998975		172,6966437	136,6921367	52,11152665
03/01/2020 13:30		8,772483333	462			312,0476458		167,30384	135,6983148	52,96490881
03/01/2020 14:00		7,541487222	462			321,7051349		167,9804712	133,1399195	53,80278514
03/01/2020 14:30		10,97623	462			328,6278526		176,5577175	136,5241889	54,95888766
03/01/2020 15:00		20,28832444	462			336,7483625		195,9143491	138,9500057	55,39038804
03/01/2020 15:30		34,81417889	462			344,1110327		216,9530314	143,2172058	55,49005832
03/01/2020 16:00		43,63351111	462			348,0905418		230,7848951	150,2171308	56,4519865
03/01/2020 16:30		49,30074222	462			350,1366659		237,6684446	156,7416108	57,1294798
03/01/2020 17:00		50,30433278	462			355,0462052		243,4744652	159,9384205	56,40239835
03/01/2020 17:30		57,00314833	462			359,9350922		243,9589236	163,2096076	57,02961236
03/01/2020 18:00		66,53397444	462			359,1869259		244	167,6029936	57,30872223
03/01/2020 18:30		72,67242667	462			361,6134246		244	182,2039563	56,76078438
03/01/2020 19:00		75,76079833	462			363,930948		244	190,1738948	57,0093718
03/01/2020 19:30		80,38022556	462			366,0777296		244	196,9738458	56,4652906
03/01/2020 20:00		85,30069889	462			368,1800711		244	205,8454547	58,93357099
03/01/2020 20:30		89,20851444	462			370,4237822		244	213,2016393	59,05163295
03/01/2020 21:00		94,646415	462			376,784933		244	221,2946273	59,90426448
03/01/2020 21:30		99,24398222	462			382,3178727		244	228,2869108	62,19588157
03/01/2020 22:00		101,5190383	462			383,292353		244	236,3045276	62,4582
03/01/2020 22:30		102,8560789	462			386,6419279		244	237	62,34049675
03/01/2020 23:00		104,3195906	462			389,0255449		244	237	62,4426
03/01/2020 23:30		103,15516	462			393,108		244	237	62,4426
04/01/2020 0:00		107,1727144	462			393,5798871		244	237	62,4426
04/01/2020 0:30		107,7899478	462			397,5889652		244	237	62,4376853
04/01/2020 1:00		108	462			402,5560512		244	237	60,47352173
04/01/2020 1:30		107,7483489	462			403,571769		244	237	59,78397393
04/01/2020 2:00		107,81319	462			404,9016		244	237	60,42809891
04/01/2020 2:30		108,2371417	462			404,9016		244	237	61,28122674
04/01/2020 3:00		109	462			404,9016		244	237	61,68647099
04/01/2020 3:30		109	462			405,4982791		244	237	62,3646
04/01/2020 4:00		109	462			407,244935		244	237	62,3646
04/01/2020 4:30		109	462			408,5653713		244	237	63,20338383
04/01/2020 5:00		109	462			405,7656274		244	237	63,3568
04/01/2020 5:30		109	462			404,2932743		244	237	62,62718583
04/01/2020 6:00		109	462			401,0448752		244	237	62,87898473
04/01/2020 6:30		109	462			397,596142		244	237	63,3412
04/01/2020 7:00		108,0451511	462			395,2327896		244	237	63,32035865
04/01/2020 7:30		108,2797744	462			394,9075576		244	237	63,3256
04/01/2020 8:00		107,0964361	462			393,6148318		244	237	63,3256
04/01/2020 8:30		105,2061472	462			391,2435246		244	236,5033838	63,26633194
04/01/2020 9:00		102,0271906	462			389,0932		244	232,3671884	60,54148648
04/01/2020 9:30		99,79253833	462			385,6392833		244	220,7476154	60,1142751
04/01/2020 10:00		95,94825167	462			380,6426014		244	212,4463241	59,5834014
04/01/2020 10:30		92,14938167	462			376,4625065		244	212,4433896	60,09148431
04/01/2020 11:00		84,95877167	462			371,6908247		244	210,0197811	59,79972565
04/01/2020 11:30		84,78734667	462			369,738432		244	206,3245923	59,0776622
04/01/2020 12:00		82,22764389	462			369,8619705		244	203,4717922	59,79130464
04/01/2020 12:30		80,16006	462			362,1408436		244	198,6915023	62,43031792
04/01/2020 13:00		79,76277667	462			358,5023896		244	192,8196153	63,09622747
04/01/2020 13:30		81,46161056	462			368,1531156		244	194,4672682	63,33922877
04/01/2020 14:00		81,37481833	462			375,7282147		244	196,2451271	63,44728284
04/01/2020 14:30		85,60090333	462			382,2558133		244	198,4799384	63,63105171
04/01/2020 15:00		86,28708	462			384,2666445		244	196,7186718	63,57026397
04/01/2020 15:30		84,72399556	462			385,0550664		244	194,3091187	63,86682367
04/01/2020 16:00		86,12853167	462			383,808544		244	194,2788235	64,37143368
04/01/2020 16:30		87,31820944	462			385,6956491		244	197,4094635	62,95724887
04/01/2020 17:00		84,88949278	462			386,2383037		244	197,9553731	64,0735125
04/01/2020 17:30		80,7182	462			383,4600944		244	199,1604532	65,02504203
04/01/2020 18:00		76,50308556	462			380,2907883		244	202,3086276	64,29968983
04/01/2020 18:30		73,56084389	462			374,8919525		244	206,2777648	67,00656951
04/01/2020 19:00		72,29961889	462			373,2267467		244	204,4063311	67,84390115
04/01/2020 19:30		70,38356833	462			375,237162		244	207,6021107	66,39969289
04/01/2020 20:00		67,78273611	462			371,6294097		244	212,3426934	65,74603828
04/01/2020 20:30		67,95791889	462			377,0183161		244	219,9065539	70,0524445
04/01/2020 21:00		69,84448944	462			383,601698		244	224,3272282	71,57845408
04/01/2020 21:30		75,13601111	462			387,3901697		244	228,3284637	72,76419057
04/01/2020 22:00		80,39200833	462			390,6883333		244	237	76,74882457
04/01/2020 22:30		89,21440444	462			393,4483613		244	236,9987333	77,90566801
04/01/2020 23:00		93,08215444	462			394,2967224		244	237	77,55438914
04/01/2020 23:30		101,4167778	462			396,2639363		244	237	76,99298274
05/01/2020 0:00		105,4246567	462			399,596147		244	237	76,11587005
05/01/2020 0:30		106,9767783	462			403,5412141		244	237	73,34770492
05/01/2020 1:00		107	462			406,9308		244	237	70,23084712
05/01/2020 1:30		106,678195	462			406,9308		244	237	71,31752619
05/01/2020 2:00		107	462			406,9308		244	237	71,8436
05/01/2020 2:30		106,9659722	462			406,9308		244	237	71,97528754
05/01/2020 3:00		107,8087317	462			406,8609994		244	237	72,8358
05/01/2020 3:30		108	462			406,8964		244	237	72,10497045
05/01/2020 4:00		108	462			407,637994		244	237	72,8202
05/01/2020 4:30		108	462			404,6456218		244	237	72,11110912
05/01/2020 5:00		108	462			403,8066056		244	237	72,58550681
05/01/2020 5:30		108	462			403,1150116		244	237	73,61810202
05/01/2020 6:00		108	462			399,2224624		244	237	73,7968
05/01/2020 6:30		107,6456078	462			399,0708086		244	237	73,7968
05/01/2020 7:00		107,8900367	462			400,7612295		244	237	73,7968
05/01/2020 7:30		106,0235272	462			398,3675499		244	237	73,7968
05/01/2020 8:00		106,8593433	462			396,4850551		244	237	73,7968
05/01/2020 8:30		106,7340622	462			397,4664		244	237	73,73926712
05/01/2020 9:00		106,6253639	462			397,9097891		244	237	73,7812
05/01/2020 9:30		106,6934833	462			398,2470196		244	237	73,7121028
05/01/2020 10:00		106,3205961	462			396,2508254		244	237	73,75
05/01/2020 10:30		102,6679306	462			393,3377867		244	236,7871537	73,75
05/01/2020 11:00		100,6742206	462			391,7332365		244	234,513478	73,75
05/01/2020 11:30		100,9107233	462			389,6064008		244	228,9492263	73,75
05/01/2020 12:00		99,18986	462			385,2543068		244	221,4743534	73,75
05/01/2020 12:30		96,31662556	462			386,7974753		244	218,1620155	74,50187476
05/01/2020 13:00		95,89078111	462			386,4779468		244	218,8193539	74,34000849
05/01/2020 13:30		96,57349556	462			387,8861054		244	221,037488	74,78001716
05/01/2020 14:00		96,37873611	462			386,1467827		244	220,7220747	75,30176136
05/01/2020 14:30		98,77757778	462			386,9005191		244	220,3744425	76,87548325
05/01/2020 15:00		98,07635222	462			385,3932455		244	220,7907522	80,6254214
05/01/2020 15:30		97,72536111	462			383,9229592		244	218,2046472	82,91903367
05/01/2020 16:00		96,53910333	462			382,1710193		244	218,4412701	83,40521868
05/01/2020 16:30		94,56800833	462			384,3973539		244	221,7102395	82,81277335
05/01/2020 17:00		93,09621222	462			380,8596682		244	219,2893845	82,24683924
05/01/2020 17:30		93,86291444	462			376,2541492		244	222,1592819	82,63045628
05/01/2020 18:00		92,12741222	462			373,3663417		244	224,5169153	81,72175652
05/01/2020 18:30		90,75270278	462			370,1298702		244	225,2932916	81,62710028
05/01/2020 19:00		90,396435	462			367,4514415		244	228,4865747	84,02046728
05/01/2020 19:30		89,56660667	462			370,4208578		244	232,4347282	84,2586
05/01/2020 20:00		91,93437611	462			375,9257897		244	235,5489642	84,72360052
05/01/2020 20:30		92,73696611	462			381,1992987		244	237	85,9205133
05/01/2020 21:00		92,205935	462			385,1232146		244	237	86,50789134
05/01/2020 21:30		92,60832278	462			387,4071423		244	237	87,1884
05/01/2020 22:00		94,24747278	462			389,3627868		244	237	86,90453185
05/01/2020 22:30		99,22298778	462			391,1127906		244	237	86,1806
05/01/2020 23:00		100,8143733	462			393,7766195		244	237	85,07968988
05/01/2020 23:30		103,8833139	462			398,9843892		244	237	85,1416
06/01/2020 0:00		106,8394983	462			400,6893277		244	237	85,0781254
06/01/2020 0:30		107,8045678	462			403,6256087		244	237	84,10362138
06/01/2020 1:00		108	462			407,078		244	237	85,23366501
06/01/2020 1:30		108	462			407,078		244	237	86,8878217
06/01/2020 2:00		108	462			407,078		244	237	95,87167927
06/01/2020 2:30		108	462			407,078		244	237	97,1159574
06/01/2020 3:00		108	462			407,078		244	237	100,0723355
06/01/2020 3:30		107,9473678	462			407,078		244	237	100,7347117
06/01/2020 4:00		108	462			406,9166619		244	237	101,6814
06/01/2020 4:30		107,9755428	462			403,9986284		244	237	101,6814
06/01/2020 5:00		107,5449211	462			402,7786595		244	237	101,6814
06/01/2020 5:30		107	462			402,8716		244	237	100,9308152
06/01/2020 6:00		107,1001072	462			402,3337821		244	237	100,6736
06/01/2020 6:30		108	462			401,3112414		244	237	100,6736
06/01/2020 7:00		156,9087828	461,8275178			401,1808435	176	240,7000522	236,0134	100,6736
06/01/2020 7:30		156,9101633	462			402,152714	176,6032144	240,6506516	235,0533525	100,6736
06/01/2020 8:00		157,6524283	461,7743983			402,025362	176,4983267	239,4316701	233,7463836	100,6736
06/01/2020 8:30		157,9414022	462			400,9637771	176	239,3061217	233,0073815	100,6736
06/01/2020 9:00		157,5146744	461,7398822			403,7859955	176	241,0550205	233,1118733	100,6736
06/01/2020 9:30		156,8408878	462			403,7183955	176	241,6567697	233,1608	100,6736
06/01/2020 10:00		156,9111167	462			402,0642848	176	241,8354464	231,8338859	100,6736
06/01/2020 10:30		156,4504189	462			402,2851784	175,5366539	242,1716071	229,6614943	99,9608431
06/01/2020 11:00		155,5403572	462			403,7336162	175	243,817705	226,1580325	99,29023867
06/01/2020 11:30		154,7368011	462			403,16755	175	243,527467	222,136438	96,72379692
06/01/2020 12:00		154,3399639	462			399,2936885	175	239,6168101	215,876312	98,66123283
06/01/2020 12:30		153,7358794	461,8983122			397,0774495	175	233,2734775	213,5875563	99,4318
06/01/2020 13:00		149,3033206	458,6740972			397,0878842	175,7838256	230,5402522	213,0080315	99,1084149
06/01/2020 13:30		148,9303517	461,3983583			395,7178749	176	231,7499487	213,8203145	98,49141403
06/01/2020 14:00		148,3836639	461,3755694			397,1025994	176,7477622	232,0734107	215,1429678	99,385
06/01/2020 14:30		148,6176467	462			399,1220813	177	228,8530372	215,1639414	100,1683573
06/01/2020 15:00		148,4089133	462			401,8880919	177	229,4986325	215,0284587	99,63910072
06/01/2020 15:30		147,8116583	462			401,2180711	177	224,7586146	216,4172872	99,33432824
06/01/2020 16:00		146,6739028	462			399,5176649	177	222,9896795	217,0580402	99,81088063
06/01/2020 16:30		146,8642328	462			399,2705654	177,6565094	223,4297101	216,8891107	100,346
06/01/2020 17:00		145,1531733	462			398,5918669	178	219,9690001	215,2061859	100,7258009
06/01/2020 17:30		143,2629317	462			399,5457914	178	218,9763473	212,405838	101,3030915
06/01/2020 18:00		141,69761	462			401,3077815	177,7784911	221,2696193	211,7286678	100,3752383
06/01/2020 18:30		141,3546989	462			401,3924	177	221,8349479	213,3244752	102,5754805
06/01/2020 19:00		143,3492533	462			401,2511638	177	223,4774289	217,7452623	103,8581295
06/01/2020 19:30		148,8510161	462			401,6383653	177	225,2227613	226,7058034	105,8948001
06/01/2020 20:00		150,6932828	462			401,6736142	177	228,5512265	230,8408349	106,0415428
06/01/2020 20:30		151,813715	462			403,6734209	177	232,887217	236,8279711	105,3007426
06/01/2020 21:00		152,6347422	462			403,4780468	176,3490272	235,4505118	237	106,0964
06/01/2020 21:30		152,9717989	462			404,9988858	176,1929256	240,7595733	237	106,0964
06/01/2020 22:00		153,0326	462			406,2802839	176	241,2108321	237	106,0089323
06/01/2020 22:30		154,431795	462			408,039979	176	242,5126068	237	106,5248764
06/01/2020 23:00		155,9663467	462			408,0835281	176	242,9758985	237	107,4186512
06/01/2020 23:30		157,6403106	462			408,9446824	176	243,5754178	237	107,1836081
07/01/2020 0:00		158	462			408,4563886	176,7105294	244	237	107,0418
07/01/2020 0:30		158	462			409,9920138	177	244	237	107,0418
07/01/2020 1:00		158	462			412,6291368	177	244	237	107,0418
07/01/2020 1:30		158	462			412,5622489	177	244	237	107,2808512
07/01/2020 2:00		158	462			412,6012	177	244	237	106,9268091
07/01/2020 2:30		158	462			412,6012	177	244	237	106,0184
07/01/2020 3:00		158	462			411,6854403	177	244	237	105,7061203
07/01/2020 3:30		158	462			411,584	177	244	237	105,0106
07/01/2020 4:00		158	462			410,5061494	177	243,9595664	237	105,393114
07/01/2020 4:30		158	462			398,8368815	176,3298633	242,890617	237	106,0028
07/01/2020 5:00		157,7425194	462			397,7210526	176	240,7911515	237	106,0028
07/01/2020 5:30		155,6833	462			390,3994822	174,3322428	236,4546559	236,8863156	105,1616353
07/01/2020 6:00		152,8131589	462			380,5932674	169,3212322	229,0495884	230,4011514	103,852859
07/01/2020 6:30		145,7743672	462			354,3486407	157,77996	208,6270094	206,7594948	99,76905245
07/01/2020 7:00		115,5179611	461,5704356			323,1290454	137,2776772	168,7310971	183,6357529	95,78155363
07/01/2020 7:30		88,91493	446,7259828			303,606106	118,3173783	123,9052554	153,933855	88,62239207
07/01/2020 8:00		64,13141444	415,8902839			283,7505019	104,7597272	91,46935114	134,4111342	86,52136374
07/01/2020 8:30		46,91329833	394,8320122			274,6613928	91,80112222	71,91954289	120,5858449	85,64641715
07/01/2020 9:00		40,22874	385,6818622			268,6310251	84,86918222	59,35806601	104,1065791	84,96151156
07/01/2020 9:30		36,75818167	256,9256656			262,7944122	83,14550278	55,96799234	91,17547217	82,17124887
07/01/2020 10:00		32,45961667	93,10487167			259,0056516	82,38812944	51,18615933	81,34323096	79,98574994
07/01/2020 10:30		30,14327611	95,96132389			254,0496126	80,554925	49,60224392	71,89114441	79,04249454
07/01/2020 11:00		28,34202889	98,66476167			253,7252539	79	49,87167067	67,49426382	83,72435346
07/01/2020 11:30		29,15541278	100,1725789			251,1519023	78,52631889	52,25241394	66,54169687	93,03351214
07/01/2020 12:00		29,26784722	106,6239128			247,7866746	75,872	51,68553109	65,987715	92,96511487
07/01/2020 12:30		29,19434111	109,7184161			248,390856	75,37491444	50,85985428	63,76000571	93,12108938
07/01/2020 13:00		28,84726389	116,5868789			248,8811993	73,54553444	50,97012023	63,35457005	93,05107996
07/01/2020 13:30		28,88420389	118,455515			251,1885836	73,08969556	50,48013015	64,15875547	92,59382676
07/01/2020 14:00		30,22702389	122,1162167			260,4412189	71,43071278	53,27089594	69,46660306	94,04835262
07/01/2020 14:30		29,98146889	131,3590117			269,5912073	72,10420333	56,07864614	70,35993088	95,4996864
07/01/2020 15:00		39,02272111	138,2195489			277,3676661	72,02926167	64,54268691	72,21517832	96,86231522
07/01/2020 15:30		45,84967944	149,71787			279,7861951	72,85907722	78,61628275	79,81288661	94,81601642
07/01/2020 16:00		53,678545	160,3855733			287,2410248	81,14289444	89,27393505	93,18199115	94,1239607
07/01/2020 16:30		57,16601611	162,3906994			297,8734283	83,45350111	96,15039305	102,6611328	95,62146767
07/01/2020 17:00		60,37458389	160,149585			301,0247741	88,142215	100,6954039	110,4158367	97,96334102
07/01/2020 17:30		62,79455222	162,80096			302,047127	93,74180111	102,7230986	115,5994724	98,3057195
07/01/2020 18:00		72,12258167	177,9180406			315,5756123	105,1692983	114,6417166	121,9501072	100,1460966
07/01/2020 18:30		88,25993611	199,9677611			327,8739656	109,4560967	143,714385	135,479186	98,67456458
07/01/2020 19:00		104,2114933	221,85069			341,3081305	119,2499433	174,9521781	151,7003426	98,92254184
07/01/2020 19:30		117,8681789	236,6124511			356,8273444	128,7300256	189,6021738	176,3576512	100,262698
07/01/2020 20:00		126,8649628	250,8173539			372,6789582	139,2386206	213,9028649	194,3062807	102,7752505
07/01/2020 20:30		136,7246572	258,9995944			383,316695	145,7867933	225,9393587	201,901761	102,1260776
07/01/2020 21:00		140,7599883	277,7654083			395,5824723	152,1375817	235,528058	208,6977699	100,7309993
07/01/2020 21:30		144,1422617	295,1245794			398,826332	155,885065	243,5022023	218,550646	100,3775369
07/01/2020 22:00		149,6238889	306,1882956			402,3740756	157,9148139	244	225,5657631	100,7267769
07/01/2020 22:30		149,96586	309,6101644			406,3583718	163,7605494	244	229,9821262	102,3556
07/01/2020 23:00		148,2884133	312			408,6823017	164	244	232,9783637	102,3556
07/01/2020 23:30		150,7189267	311,2683144			410,3304	164,573015	244	237	103,1529815
08/01/2020 0:00		152,8578483	313,0601672			410,1375758	165	244	236,9615012	103,3352872
08/01/2020 0:30		152,9691878	316,976855			411,9524646	165	244	237	103,4300843
08/01/2020 1:00		153	320,2223239			415,5933046	165	244	237	103,3166
08/01/2020 1:30		153	320,931585			416,1928	165	244	237	104,0548426
08/01/2020 2:00		153	320,9339617			416,1928	165	244	237	104,3088
08/01/2020 2:30		153	321,8783567			416,1204218	165	244	237	104,3088
08/01/2020 3:00		153	322			416,1584	165	244	237	104,3088
08/01/2020 3:30		152,3452206	321,8099444			415,1649414	165	244	237	104,3088
08/01/2020 4:00		152	321,776525			413,629903	165	244	237	104,3088
08/01/2020 4:30		151,8520206	317,0557044			402,0866982	164,3412056	244	237	104,3088
08/01/2020 5:00		150,0414972	309,2891489			400,5336119	163,0867511	244	237	104,3088
08/01/2020 5:30		148,6040272	303,1829978			393,5420303	161,7918056	244	230,4652781	103,1809083
08/01/2020 6:00		145,7100356	304,1965378			380,8566764	157,5477861	244	218,7171656	100,5487312
08/01/2020 6:30		133,6123633	295,8652578			351,2161229	142,1276894	231,4709108	193,3146526	97,58383019
08/01/2020 7:00		98,4636	273,7373744			317,2590461	114,9140267	187,9978766	159,7072035	94,81615155
