DateTime;Parking Prat del Ll. plazas totales
16/01/2020 5:00;440,6873566
16/01/2020 5:30;432,6840022
16/01/2020 6:00;428,7931107
16/01/2020 6:30;418,6373405
16/01/2020 7:00;395,8004243
16/01/2020 7:30;368,3307273
16/01/2020 8:00;339,3011511
16/01/2020 8:30;304,8279079
16/01/2020 9:00;271,8250911
16/01/2020 9:30;257,7261187
16/01/2020 10:00;249,8323849
16/01/2020 10:30;248,5849059
16/01/2020 11:00;252,3683258
16/01/2020 11:30;247,4050747
16/01/2020 12:00;244,9247685
16/01/2020 12:30;249,3576919
16/01/2020 13:00;253,0767973
16/01/2020 13:30;252,056051
16/01/2020 14:00;261,5239887
16/01/2020 14:30;274,3369454
16/01/2020 15:00;280,4108275
16/01/2020 15:30;285,3290241
16/01/2020 16:00;291,0411289
16/01/2020 16:30;293,049375
16/01/2020 17:00;290,5689738
16/01/2020 17:30;301,1058923
16/01/2020 18:00;312,3629404
16/01/2020 18:30;325,944589
16/01/2020 19:00;347,0509349
16/01/2020 19:30;372,4275532
16/01/2020 20:00;385,979757
16/01/2020 20:30;398,9092025
16/01/2020 21:00;406,575192
16/01/2020 21:30;416,1254971
16/01/2020 22:00;428,962935
16/01/2020 22:30;433,9079101
16/01/2020 23:00;435,3519247
16/01/2020 23:30;434,8587529
17/01/2020 0:00;434,998255
17/01/2020 0:30;433,6512216
17/01/2020 1:00;433,7426
17/01/2020 1:30;433,7426
17/01/2020 2:00;433,6024076
17/01/2020 2:30;434,5679297
17/01/2020 3:00;434,2833422
17/01/2020 3:30;432,0586742
17/01/2020 4:00;430,8518865
17/01/2020 4:30;425,8983114
17/01/2020 5:00;419,8462695
17/01/2020 5:30;410,6790506
17/01/2020 6:00;401,728662
17/01/2020 6:30;445,2231598
17/01/2020 7:00;432,6426374
17/01/2020 7:30;398,5309622
17/01/2020 8:00;370,3545122
17/01/2020 8:30;340,9154918
17/01/2020 9:00;321,304878
17/01/2020 9:30;120,4611272
17/01/2020 10:00;107,4018517
17/01/2020 10:30;100,0385575
17/01/2020 11:00;96,76083141
17/01/2020 11:30;93,24889777
17/01/2020 12:00;87,81929113
17/01/2020 12:30;90,6580497
17/01/2020 13:00;94,48354834
17/01/2020 13:30;90,59654544
17/01/2020 14:00;89,80405538
17/01/2020 14:30;96,47557388
17/01/2020 15:00;91,25945162
17/01/2020 15:30;105,6776807
17/01/2020 16:00;123,2341892
17/01/2020 16:30;127,6814278
17/01/2020 17:00;139,0579522
17/01/2020 17:30;148,1073288
17/01/2020 18:00;154,8301862
