DateTime;Parking Vilanova Renfe plazas totales
13/01/2020 4:30;396,5024172
13/01/2020 5:00;393,2709853
13/01/2020 5:30;382,198576
13/01/2020 6:00;366,3037724
13/01/2020 6:30;328,951929
13/01/2020 7:00;295,4944652
13/01/2020 7:30;269,8224065
13/01/2020 8:00;239,5361134
13/01/2020 8:30;224,4786965
13/01/2020 9:00;215,0845464
13/01/2020 9:30;208,9749057
13/01/2020 10:00;205,0205371
13/01/2020 10:30;203,7245836
13/01/2020 11:00;205,8395411
13/01/2020 11:30;208,7655945
13/01/2020 12:00;209,3223352
13/01/2020 12:30;207,9251347
13/01/2020 13:00;204,5120728
13/01/2020 13:30;209,1213652
13/01/2020 14:00;215,5553816
13/01/2020 14:30;220,9610615
13/01/2020 15:00;230,4275815
13/01/2020 15:30;239,9984916
13/01/2020 16:00;253,2831474
13/01/2020 16:30;261,3443529
13/01/2020 17:00;268,9853761
13/01/2020 17:30;271,3161413
13/01/2020 18:00;276,5728425
13/01/2020 18:30;292,6199178
13/01/2020 19:00;318,111885
13/01/2020 19:30;341,8218035
13/01/2020 20:00;360,5259872
13/01/2020 20:30;367,6252806
13/01/2020 21:00;377,4597468
13/01/2020 21:30;382,9847923
13/01/2020 22:00;385,9643982
13/01/2020 22:30;387,3228083
13/01/2020 23:00;391,1331938
13/01/2020 23:30;397,1954468
14/01/2020 0:00;400,384678
14/01/2020 0:30;402,3621375
14/01/2020 1:00;404,9290283
14/01/2020 1:30;404,9268
14/01/2020 2:00;404,9268
14/01/2020 2:30;404,9268
14/01/2020 3:00;404,9268
14/01/2020 3:30;404,2522399
14/01/2020 4:00;402,920247
14/01/2020 4:30;392,406036
14/01/2020 5:00;392,449236
14/01/2020 5:30;385,863024
14/01/2020 6:00;376,8497045
14/01/2020 6:30;345,5481052
14/01/2020 7:00;304,9076403
14/01/2020 7:30;281,6244412
14/01/2020 8:00;250,833457
14/01/2020 8:30;234,1815972
14/01/2020 9:00;226,5607544
14/01/2020 9:30;221,7807606
14/01/2020 10:00;217,0998206
14/01/2020 10:30;211,213929
14/01/2020 11:00;211,0768517
14/01/2020 11:30;214,859428
14/01/2020 12:00;213,3081315
14/01/2020 12:30;211,9532379
14/01/2020 13:00;210,6387726
14/01/2020 13:30;212,402335
14/01/2020 14:00;222,8666644
14/01/2020 14:30;228,1308144
14/01/2020 15:00;239,1588391
14/01/2020 15:30;254,6076982
14/01/2020 16:00;267,2059395
